Domain,Registrar,Creation_Date,Update_Date,SSL_Issuer,SSL_TTL,First octet,Second octet,Third octet,Fourth octet,NumOfIPs,TXTRecord,SPF,MX,DKIM,DMARC,AS,HTTP_Status,Server,Entropy,Vowel_Ratio,Consonant_Ratio,Numerical_Ratio,Special_Char_Ratio,Vowel_Sequence,Consonant_Sequence,Numerical_Sequence,Special_Char_Sequence,Is_Unicode,Levenshtein_Distance,Location,Class
vrbove.sk,SOLTEC s.r.o.,4.0,3.0,None,89,46,229,224,108,1,1,1,1,0,0,29405,200,Apache/2.4.37 (AlmaLinux) OpenSSL/1.1.1k mod_fcgid/2.3.9 PHP/7.4.33,2.95,0.22,0.67,0.0,0.0,1,3,0,0,False,5,Slovakia,0
ukf.sk,Univerzita Konštantína Filozofa v Nitre,4.0,3.0,GEANT Vereniging,158,193,87,12,81,1,1,1,1,0,1,2607,200,Apache,2.25,0.17,0.67,0.0,0.0,1,2,0,0,False,1,Slovakia,0
scm.sk,"Webglobe, a.s.",4.0,1.0,Let's Encrypt,31,217,67,30,40,1,1,1,1,1,1,5578,200,nginx,2.25,0.0,0.83,0.0,0.0,0,3,0,0,False,1,Slovakia,0
relaxinn.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,87,195,181,248,68,1,1,1,1,1,1,48689,200,nginx,3.28,0.27,0.64,0.0,0.0,1,2,0,0,False,6,Slovakia,0
zarnovica.sk,"WEBY GROUP, s.r.o.",4.0,2.0,Let's Encrypt,44,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,4,Slovakia,0
banderium.sk,"INTERNET CZ, a.s.",4.0,3.0,Actalis S.p.A.,379,81,2,195,254,1,1,1,1,0,0,24806,200,Apache,3.58,0.33,0.58,0.0,0.0,2,2,0,0,False,6,Czechia,0
ncmax.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,41,37,9,175,156,1,1,1,1,0,0,51013,200,openresty,3.0,0.12,0.75,0.0,0.0,1,3,0,0,False,1,Slovakia,0
skibuce.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,30,37,9,175,155,1,1,1,1,0,0,51013,200,openresty,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,1,Slovakia,0
dldviktoria.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,1.0,Let's Encrypt,14,92,240,253,17,1,1,1,1,0,0,29405,200,None,3.38,0.29,0.64,0.0,0.0,2,4,0,0,False,1,Slovakia,0
hotelboboty.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,73,20,8,80,89,1,1,1,1,0,0,8075,200,None,3.18,0.36,0.57,0.0,0.0,1,2,0,0,False,1,Netherlands,0
hotelfrano.sk,Gransy s.r.o.,1.0,1.0,Google Trust Services,84,172,67,223,168,2,0,0,0,0,0,13335,403,cloudflare,3.55,0.31,0.62,0.0,0.0,1,3,0,0,False,5,Canada,0
kluarco.sk,"crooce.com - the internet company, s.r.o.",4.0,3.0,Let's Encrypt,68,85,248,116,95,1,1,1,1,0,0,5578,200,Apache,3.12,0.3,0.6,0.0,0.0,2,2,0,0,False,1,Slovakia,0
datart.sk,"ACTIVE 24, s.r.o.",4.0,3.0,Alpiro s.r.o.,358,185,115,1,178,1,1,1,1,1,1,43541,200,nginx,2.73,0.22,0.67,0.0,0.0,1,2,0,0,False,1,Czechia,0
hotelpolana.sk,"WEBY GROUP, s.r.o.",4.0,3.0,None,0,93,184,65,137,1,1,1,1,0,1,29405,200,nginx,3.38,0.36,0.57,0.0,0.0,1,2,0,0,False,4,Slovakia,0
asvest.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,2.0,Let's Encrypt,69,92,240,253,107,1,1,1,1,0,0,29405,200,None,2.64,0.22,0.67,0.0,0.0,1,2,0,0,False,1,Slovakia,0
hotelmajolika.sk,SOLTEC s.r.o.,4.0,3.0,None,75,46,229,224,105,1,1,1,1,0,1,29405,200,Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips mod_fcgid/2.3.9 PHP/5.6.40,3.5,0.38,0.56,0.0,0.0,1,2,0,0,False,4,Slovakia,0
trebisov.sk,INVER spol. s r.o.,4.0,2.0,Let's Encrypt,36,90,64,252,233,1,1,1,1,0,0,15962,200,Microsoft-IIS/10.0,3.28,0.27,0.64,0.0,0.0,1,2,0,0,False,6,Slovakia,0
hotelhusarik.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,53,37,9,174,74,1,1,1,1,0,0,51013,200,nginx,3.51,0.33,0.6,0.0,0.0,1,2,0,0,False,1,Slovakia,0
kvizmajster.sk,Marian Illéš-DELPHINE COMPUTERS & SOFTWARE STUDIO,4.0,4.0,Let's Encrypt,68,109,74,156,49,1,1,1,1,0,1,29405,200,Apache,3.52,0.21,0.71,0.0,0.0,1,3,0,0,False,1,Slovakia,0
kosice-autoskola.sk,"INTERNET CZ, a.s.",4.0,3.0,Let's Encrypt,87,185,129,138,50,1,0,0,1,0,0,24806,200,Apache,3.39,0.42,0.47,0.0,0.05,2,2,0,1,False,1,Czechia,0
vajnory.sk,"ELBIA, s. r. o.",4.0,3.0,DigiCert Inc,82,109,74,146,36,1,1,1,1,0,1,29405,200,Apache/2.4.62 (Debian),3.32,0.3,0.6,0.0,0.0,1,2,0,0,False,5,Slovakia,0
lineas.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,25,37,9,175,181,1,1,1,1,0,0,51013,200,openresty,2.95,0.33,0.56,0.0,0.0,2,2,0,0,False,4,Slovakia,0
pantarhei.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,67,172,67,11,10,3,1,1,1,0,1,13335,403,cloudflare,3.42,0.33,0.58,0.0,0.0,2,2,0,0,False,1,Canada,0
kamnahory.sk,"Webglobe, a.s.",4.0,2.0,Let's Encrypt,79,195,181,248,20,1,1,1,1,1,1,48689,200,nginx,3.25,0.33,0.58,0.0,0.0,1,2,0,0,False,1,Slovakia,0
urpincity.sk,"ActivIT,s.r.o.",4.0,3.0,Sectigo Limited,362,195,80,163,33,1,0,0,1,0,0,8778,200,nginx,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,7,Slovakia,0
mfsr.sk,DataCentrum,4.0,1.0,DigiCert Inc,316,85,248,149,189,1,1,1,1,0,1,5578,200,None,2.52,0.0,0.86,0.0,0.0,0,4,0,0,False,1,Slovakia,0
turciansketeplice.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,76,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,3.58,0.35,0.6,0.0,0.0,2,3,0,0,False,10,Slovakia,0
octobi.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,14,37,9,175,157,1,1,1,1,0,0,51013,200,openresty,2.95,0.33,0.56,0.0,0.0,1,2,0,0,False,1,Slovakia,0
nsm.sk,"ELBIA, s. r. o.",4.0,3.0,Let's Encrypt,24,37,9,175,187,1,1,1,1,0,0,51013,200,openresty,2.25,0.0,0.83,0.0,0.0,0,3,0,0,False,1,Slovakia,0
spisskevlachy.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,40,86,110,243,203,1,1,1,1,0,1,29405,200,Apache,3.38,0.25,0.69,0.0,0.0,1,3,0,0,False,9,Slovakia,0
hotelstefanik.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,61,37,9,175,189,1,1,1,1,0,0,51013,200,openresty,3.5,0.31,0.62,0.0,0.0,1,3,0,0,False,6,Slovakia,0
avpro.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,50,217,67,30,34,1,1,1,1,1,1,5578,200,nginx,3.0,0.25,0.62,0.0,0.0,1,3,0,0,False,1,Slovakia,0
hotelvillabianca.sk,"IMAFEX, s.r.o.",4.0,1.0,Let's Encrypt,60,37,58,5,244,1,1,1,1,0,1,28952,200,Apache,3.64,0.37,0.58,0.0,0.0,2,2,0,0,False,8,Slovakia,0
hotel-san.sk,"Webglobe, a.s.",4.0,2.0,Let's Encrypt,65,83,167,249,7,1,1,1,1,1,1,24971,200,Apache,3.42,0.25,0.58,0.0,0.08,1,2,0,1,False,5,Czechia,0
jahodna.sk,Websupport s.r.o.,4.0,4.0,Let's Encrypt,84,37,9,175,132,1,1,1,1,0,1,51013,200,openresty,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,1,Slovakia,0
mikulas.sk,"IMAFEX, s.r.o.",4.0,3.0,Let's Encrypt,50,212,57,32,4,1,1,1,1,0,1,48689,200,nginx,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,6,Slovakia,0
autoskoladarivcak.sk,Websupport s.r.o.,4.0,3.0,None,0,46,28,107,238,1,1,1,1,0,0,197019,200,Apache,3.48,0.4,0.55,0.0,0.0,2,2,0,0,False,1,Czechia,0
skipark.sk,ZONER s.r.o.,4.0,1.0,DigiCert Inc,62,217,198,116,173,1,1,1,1,0,1,34222,200,Apache/2.4.54 (Debian),2.65,0.2,0.7,0.0,0.0,1,2,0,0,False,1,Czechia,0
hotelvictoria.sk,DATACOM.EU s.r.o.,4.0,2.0,Let's Encrypt,74,46,229,230,47,1,1,1,1,0,1,29405,200,Apache,3.62,0.38,0.56,0.0,0.0,2,2,0,0,False,5,Slovakia,0
hotel-preveza.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,18,37,9,175,181,1,1,1,1,0,0,51013,200,openresty,3.7,0.31,0.56,0.0,0.06,1,2,0,1,False,5,Slovakia,0
dusicka.sk,"WebCreators, s. r. o.",4.0,3.0,Let's Encrypt,34,193,163,77,17,1,1,1,1,1,1,29405,403,LiteSpeed,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,1,Slovakia,0
magurahotel.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,84,195,181,248,21,1,1,1,1,1,1,48689,200,nginx,3.66,0.36,0.57,0.0,0.0,1,2,0,0,False,1,Slovakia,0
ski-gruniky.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,27,185,175,85,22,1,1,1,1,0,0,44984,200,nginx/1.24.0,3.18,0.29,0.57,0.0,0.07,1,2,0,1,False,1,Czechia,0
zlatyklucik.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,29,217,67,30,61,1,1,1,1,1,1,5578,200,nginx,3.32,0.29,0.64,0.0,0.0,1,2,0,0,False,8,Slovakia,0
remy.sk,"MYSTERY MACHINE, s.r.o.",4.0,3.0,Let's Encrypt,44,37,9,175,189,1,1,1,1,0,0,51013,200,Apache,2.81,0.29,0.57,0.0,0.0,1,2,0,0,False,4,Slovakia,0
roznava.sk,Websupport s.r.o.,4.0,3.0,Sectigo Limited,27,46,28,107,132,1,1,1,1,0,1,197019,200,Apache,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,4,Czechia,0
ziar.sk,Arrabella s.r.o.,4.0,3.0,Let's Encrypt,62,3,123,67,122,1,1,1,1,1,1,16509,200,nginx,2.81,0.29,0.57,0.0,0.0,2,2,0,0,False,3,Germany,0
drmax.sk,Safenames Ltd,4.0,3.0,Let's Encrypt,46,104,18,0,53,2,1,1,1,0,1,13335,200,cloudflare,3.0,0.12,0.75,0.0,0.0,1,3,0,0,False,1,Canada,0
trstena.sk,"DSI DATA, a. s.",4.0,4.0,Let's Encrypt,45,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,2.92,0.2,0.7,0.0,0.0,1,4,0,0,False,4,Slovakia,0
hotelphoenix.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,81,217,67,30,92,1,1,1,1,1,1,5578,200,nginx,3.51,0.33,0.6,0.0,0.0,2,3,0,0,False,1,Slovakia,0
skiblanc.sk,Websupport s.r.o.,4.0,3.0,None,20,37,9,175,131,1,1,1,1,0,0,51013,200,openresty,3.1,0.18,0.73,0.0,0.0,1,2,0,0,False,1,Slovakia,0
fisjasna.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,77,5,35,248,73,1,1,1,1,1,1,8972,500,Apache,2.85,0.27,0.64,0.0,0.0,1,2,0,0,False,1,France,0
gloriapalac.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,40,116,203,128,201,1,1,1,1,1,1,24940,200,nginx,3.32,0.36,0.57,0.0,0.0,2,2,0,0,False,1,Germany,0
bikepark.sk,ZONER s.r.o.,4.0,4.0,DigiCert Inc,63,217,198,116,173,1,0,0,0,0,0,34222,200,Apache/2.4.54 (Debian),3.03,0.27,0.64,0.0,0.0,1,2,0,0,False,1,Czechia,0
astrumlaus.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,41,37,9,175,155,1,1,1,1,0,0,51013,200,openresty,3.03,0.31,0.62,0.0,0.0,2,3,0,0,False,7,Slovakia,0
engelbert-strauss.sk,iS-Fun Internet Services GmbH,4.0,3.0,Let's Encrypt,34,88,205,125,117,1,1,1,1,0,1,12676,200,None,3.48,0.25,0.65,0.0,0.05,2,3,0,1,False,1,Germany,0
tuke.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,35,147,232,3,115,1,1,1,1,0,0,2607,200,nginx,2.52,0.29,0.57,0.0,0.0,1,2,0,0,False,1,Slovakia,0
skiarena-fackovskesedlo.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,66,92,240,253,14,1,1,1,1,0,0,29405,200,None,3.64,0.35,0.58,0.0,0.04,2,3,0,1,False,1,Slovakia,0
ciernanadtisou.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,31,46,28,107,241,1,1,1,1,1,1,197019,200,Apache,3.62,0.41,0.53,0.0,0.0,2,2,0,0,False,10,Czechia,0
infocenter.sk,"WebCreators, s. r. o.",3.0,3.0,Let's Encrypt,76,15,197,76,227,2,1,0,0,1,1,16509,200,"Caddy, awselb/2.0",3.39,0.31,0.62,0.0,0.0,1,2,0,0,False,1,United States,0
topreality.sk,Ringier Slovakia Media s.r.o.,4.0,2.0,Let's Encrypt,39,91,235,52,70,1,1,1,1,0,1,57788,200,None,3.55,0.38,0.54,0.0,0.0,2,2,0,0,False,1,None,0
ja-sr.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,35,37,9,175,189,1,1,1,1,0,0,51013,200,openresty,2.75,0.12,0.62,0.0,0.12,1,2,0,1,False,1,Slovakia,0
dsi.sk,"ACTIVE 24, s.r.o.",4.0,3.0,Let's Encrypt,86,31,15,10,161,1,1,1,1,0,1,25234,200,nginx,2.25,0.17,0.67,0.0,0.0,1,2,0,0,False,1,Czechia,0
hotelmladost.sk,SIXNET internet technologies s.r.o.,4.0,3.0,Let's Encrypt,83,65,21,124,23,1,1,1,1,0,0,24940,200,Apache,3.37,0.27,0.67,0.0,0.0,1,3,0,0,False,6,Finland,0
mojadm.sk,"WebHouse, s.r.o.",4.0,1.0,Let's Encrypt,37,35,201,94,164,1,1,1,1,0,1,396982,200,None,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,1,United States,0
sabinov.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,88,37,9,175,180,1,1,1,1,0,1,51013,200,openresty,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,5,Slovakia,0
arkadia.sk,"Slovanet, a. s.",4.0,3.0,None,71,195,28,64,102,1,1,1,1,0,0,8778,200,Apache,2.65,0.4,0.5,0.0,0.0,2,2,0,0,False,5,Slovakia,0
hubertnz.sk,"Visible Promotion, s.r.o.",4.0,2.0,Let's Encrypt,48,37,9,175,133,1,1,1,1,0,0,51013,200,openresty,3.46,0.18,0.73,0.0,0.0,1,4,0,0,False,6,Slovakia,0
mager.sk,"WebHouse, s.r.o.",4.0,1.0,Let's Encrypt,52,91,107,197,42,1,0,0,1,0,1,24940,200,None,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,4,Germany,0
hotelmodena.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,2.0,Let's Encrypt,56,37,9,175,155,1,1,1,1,0,0,51013,200,openresty,3.52,0.36,0.57,0.0,0.0,1,2,0,0,False,4,Slovakia,0
lucenec.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,44,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,6,Slovakia,0
hrinova.sk,"INTERNET CZ, a.s.",4.0,3.0,Let's Encrypt,78,88,86,102,9,1,1,1,1,0,0,39392,200,Microsoft-IIS/8.5,3.32,0.3,0.6,0.0,0.0,1,2,0,0,False,5,Czechia,0
jalta.sk,Websupport s.r.o.,4.0,3.0,None,0,88,99,187,44,1,1,1,1,0,0,24940,503,Microsoft-IIS/10.0,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,4,Germany,0
gelnica.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,44,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,3.32,0.3,0.6,0.0,0.0,1,2,0,0,False,4,Slovakia,0
hotelfrantisek.sk,"Lemon Lion, s.r.o.",4.0,3.0,Let's Encrypt,80,78,46,128,182,1,1,1,1,0,1,24940,200,Apache,3.62,0.29,0.65,0.0,0.0,1,3,0,0,False,1,Germany,0
spisskepodhradie.sk,"INTERNET CZ, a.s.",4.0,3.0,Let's Encrypt,80,88,86,102,7,1,1,1,1,0,0,39392,200,Microsoft-IIS/8.5,3.3,0.32,0.63,0.0,0.0,2,3,0,0,False,10,Czechia,0
mestosastinstraze.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,31,88,86,102,6,1,1,1,1,1,1,39392,200,Microsoft-IIS/8.5,3.3,0.3,0.65,0.0,0.0,1,4,0,0,False,12,Czechia,0
hoteljanosik.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,83,37,9,175,133,1,1,1,1,1,0,51013,200,openresty,3.51,0.33,0.6,0.0,0.0,1,2,0,0,False,1,Slovakia,0
nivy.com,None,None,None,DigiCert Inc,96,185,65,222,34,1,1,1,1,1,1,48689,200,nginx,3.0,0.38,0.5,0.0,0.0,1,1,0,0,False,1,Slovakia,0
hotelmatysak.sk,"Slovak Telekom, a.s.",4.0,3.0,Let's Encrypt,35,37,9,175,187,1,1,1,1,0,0,51013,200,openresty,3.37,0.33,0.6,0.0,0.0,1,2,0,0,False,5,Slovakia,0
kupelehs.sk,"Webglobe, a.s.",4.0,3.0,DigiCert Inc,364,195,181,248,164,1,1,1,1,1,1,48689,200,nginx,2.91,0.27,0.64,0.0,0.0,1,2,0,0,False,1,Slovakia,0
hotelarli.sk,Q7 digital media s.r.o.,4.0,3.0,None,167,62,168,94,179,1,0,0,1,1,0,5578,200,Apache/2.2.22 (@RELEASE@),3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,4,Slovakia,0
hotelsvmichal.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,38,46,229,225,9,1,1,1,1,0,1,29405,200,nginx,3.62,0.25,0.69,0.0,0.0,1,4,0,0,False,6,Slovakia,0
zlatestranky.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,47,90,182,206,241,1,1,1,1,0,0,5610,200,FCR PROXY,3.37,0.27,0.67,0.0,0.0,1,3,0,0,False,1,Czechia,0
calvinklein.sk,MarkMonitor International Limited,4.0,3.0,None,0,3,33,139,32,1,1,0,0,0,0,16509,0,None,3.24,0.29,0.64,0.0,0.0,2,3,0,0,False,1,Canada,0
polov.sk,Eva Hromádková - KRISTÍNKA,4.0,2.0,None,0,185,161,175,126,1,0,0,0,0,0,5578,200,nginx,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,4,Slovakia,0
horizontresort.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,87,37,9,175,195,1,1,1,1,0,1,51013,200,openresty,3.29,0.29,0.65,0.0,0.0,1,3,0,0,False,1,Slovakia,0
kupeleciz.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,37,46,229,232,77,1,1,1,1,0,0,29405,200,Apache,3.25,0.33,0.58,0.0,0.0,1,2,0,0,False,1,Slovakia,0
thorin.sk,"CMD, s.r.o.",4.0,3.0,Let's Encrypt,55,46,229,233,134,1,1,1,1,0,1,29405,200,Apache/2.4.62 (Debian),3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,4,Slovakia,0
sorea.sk,"SWAN, a. s.",4.0,3.0,ZeroSSL,32,46,101,209,247,1,1,1,1,0,1,14061,200,nginx,2.75,0.38,0.5,0.0,0.0,2,2,0,0,False,1,Germany,0
growni.sk,Websupport s.r.o.,4.0,3.0,Google Trust Services,48,151,101,1,195,2,1,1,1,0,0,54113,200,Google Frontend,3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,1,United States,0
sme.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,88,104,22,13,230,3,1,1,1,0,1,13335,200,cloudflare,2.25,0.17,0.67,0.0,0.0,1,2,0,0,False,1,Canada,0
krubystra.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,54,37,9,175,133,1,1,1,1,0,0,51013,200,openresty,3.08,0.25,0.67,0.0,0.0,1,3,0,0,False,1,Slovakia,0
kosicezapad.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,45,82,119,224,201,1,1,1,1,0,0,5578,200,Apache,3.38,0.36,0.57,0.0,0.0,1,2,0,0,False,8,Slovakia,0
turist.sk,Websupport s.r.o.,4.0,3.0,None,20,37,9,175,132,1,1,1,1,0,0,51013,200,openresty,2.73,0.22,0.67,0.0,0.0,1,2,0,0,False,1,Slovakia,0
skiskorusina.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,51,92,240,253,18,1,1,1,1,0,0,29405,200,None,2.92,0.33,0.6,0.0,0.0,1,2,0,0,False,1,Slovakia,0
zladiera.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,52,37,9,175,187,1,1,1,1,0,0,51013,200,openresty,3.28,0.36,0.55,0.0,0.0,2,2,0,0,False,1,Slovakia,0
heureka.sk,"Webglobe, s.r.o.",4.0,3.0,Google Trust Services,41,104,18,33,124,2,1,1,1,0,1,13335,403,cloudflare,2.92,0.4,0.5,0.0,0.0,2,2,0,0,False,1,Canada,0
hotelprim.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,49,86,110,243,206,1,1,1,1,0,1,29405,200,Apache,3.58,0.25,0.67,0.0,0.0,1,3,0,0,False,4,Slovakia,0
modra.sk,"Webglobe, a.s.",4.0,2.0,Let's Encrypt,40,217,67,30,91,1,1,1,1,1,1,5578,200,nginx,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,4,Slovakia,0
marionnaud.sk,RAINSIDE s.r.o.,4.0,3.0,DigiCert Inc,164,23,62,220,14,1,1,1,1,0,1,16625,0,None,3.39,0.38,0.54,0.0,0.0,2,2,0,0,False,1,United States,0
skvza.sk,"Webglobe, a.s.",4.0,4.0,Let's Encrypt,88,195,181,248,157,1,1,1,1,1,1,48689,200,nginx,2.5,0.12,0.75,0.0,0.0,1,4,0,0,False,1,Slovakia,0
sheylys.sk,"Media Construx, s.r.o.",4.0,3.0,None,15,92,240,241,85,1,1,1,1,1,0,29405,200,Apache,2.65,0.3,0.6,0.0,0.0,2,2,0,0,False,6,Slovakia,0
ssj.sk,Štátna ochrana prírody Slovenskej republiky,4.0,4.0,None,0,95,105,255,161,1,1,1,1,0,0,15962,200,Apache/2.4.62 (Debian),1.79,0.0,0.83,0.0,0.0,0,3,0,0,False,1,Slovakia,0
oma.sk,"Platon Technologies, s.r.o.",4.0,3.0,None,31,185,161,175,29,1,1,1,1,0,0,5578,200,Apache/2.4.63 (Debian),2.58,0.33,0.5,0.0,0.0,1,2,0,0,False,1,Slovakia,0
vssr.sk,"USR Services, s.r.o.",4.0,3.0,Let's Encrypt,54,188,244,63,64,1,1,1,1,0,0,25424,200,Microsoft-IIS/10.0,2.13,0.0,0.86,0.0,0.0,0,4,0,0,False,1,Czechia,0
zzz.sk,"Webglobe, a.s.",4.0,2.0,Let's Encrypt,62,23,88,40,4,1,1,1,1,1,1,24940,200,nginx,1.79,0.0,0.83,0.0,0.0,0,3,0,0,False,1,Germany,0
dennikn.sk,Websupport s.r.o.,4.0,2.0,Sectigo Limited,335,92,60,51,22,2,1,1,1,0,1,44185,200,None,2.65,0.2,0.7,0.0,0.0,1,2,0,0,False,1,Canada,0
golfer.sk,"WEBY GROUP, s.r.o.",4.0,3.0,None,0,217,67,22,56,1,1,1,1,0,1,5578,200,nginx,3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,4,Slovakia,0
hoteltaxis.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,24,37,9,175,133,1,1,1,1,0,0,51013,200,openresty,3.39,0.31,0.62,0.0,0.0,1,2,0,0,False,5,Slovakia,0
server.sk,Web Site Design s.r.o.,4.0,2.0,None,0,217,67,23,54,1,1,1,1,0,0,5578,503,Microsoft-HTTPAPI/2.0,2.5,0.22,0.67,0.0,0.0,1,2,0,0,False,1,Slovakia,0
oclaugaricio.sk,"ACTIVE 24, s.r.o.",4.0,1.0,Let's Encrypt,41,46,28,106,174,1,1,1,1,0,0,197019,200,Apache,3.37,0.47,0.47,0.0,0.0,2,2,0,0,False,1,Czechia,0
apartmentresidence.sk,"WebCreators, s. r. o.",4.0,2.0,Let's Encrypt,78,193,163,77,163,1,1,1,1,1,1,29405,200,nginx,3.54,0.33,0.62,0.0,0.0,1,3,0,0,False,12,Slovakia,0
sopsr.sk,Štátna ochrana prírody Slovenskej republiky,4.0,4.0,GEANT Vereniging,147,194,160,125,136,1,1,1,1,0,0,2607,200,Apache/2.4.52 (Ubuntu),2.41,0.12,0.75,0.0,0.0,1,3,0,0,False,1,Slovakia,0
aaaauto.sk,"Webglobe, a.s.",4.0,2.0,Sectigo Limited,34,93,185,102,111,1,1,1,1,0,1,43541,200,nginx,2.52,0.6,0.3,0.0,0.0,5,2,0,0,False,1,Czechia,0
oktip.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,1.0,DigiCert Inc,165,92,240,253,41,1,1,1,1,0,0,29405,200,None,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,1,Slovakia,0
vrutky.sk,DATACOM.EU s.r.o.,4.0,2.0,Let's Encrypt,29,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,5,Slovakia,0
zilina.sk,"MaM multimedia, s.r.o.",4.0,4.0,Let's Encrypt,55,89,221,218,208,1,1,1,1,0,0,197019,200,Apache,2.95,0.33,0.56,0.0,0.0,1,2,0,0,False,5,Czechia,0
hotelharmonia.sk,"Webglobe, a.s.",4.0,3.0,None,41,195,181,248,21,1,1,1,1,1,1,48689,200,nginx,3.62,0.38,0.56,0.0,0.0,2,2,0,0,False,4,Slovakia,0
modrykonik.sk,"Webglobe, a.s.",4.0,1.0,Let's Encrypt,67,217,16,191,15,1,1,1,1,1,1,43541,200,nginx,3.18,0.31,0.62,0.0,0.0,1,2,0,0,False,1,Czechia,0
bocy.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,67,37,9,174,74,1,1,1,1,0,0,51013,200,nginx,2.81,0.29,0.57,0.0,0.0,1,2,0,0,False,1,Slovakia,0
jasenskadolina.sk,"Slovanet, a. s.",4.0,1.0,Let's Encrypt,58,37,9,175,133,1,1,1,1,0,0,51013,200,openresty,3.29,0.35,0.59,0.0,0.0,1,3,0,0,False,1,Slovakia,0
granithotels.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,48,88,99,25,162,1,1,1,1,1,1,24940,200,Apache/2.4.59 (Debian),3.64,0.27,0.67,0.0,0.0,1,2,0,0,False,1,Germany,0
