Domain,Registrar,Creation_Date,Update_Date,SSL_Issuer,SSL_TTL,IPv4_Num,NumOfIPs,SPF,MX,DKIM,DMARC,AS,HTTP_Status,Server,Entropy,Vowel_Ratio,Consonant_Ratio,Numerical_Ratio,Special_Char_Ratio,Vowel_Sequence,Consonant_Sequence,Numerical_Sequence,Special_Char_Sequence,Is_Unicode,Levenshtein_Distance,Contains_Blacklisted,Last_is_sk,Location,Class
badeco.sk,"Webglobe, a.s.",4.0,2.0,Let's Encrypt,87,3283483310,1,1,1,0,1,48689,200,nginx,3.17,0.33,0.56,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
b-roll.sk,"Webglobe, a.s.",4.0,3.0,None,21,3560513612,1,1,1,1,1,48689,200,nginx,2.95,0.11,0.67,0.0,0.11,1,2,0,1,False,8,False,False,Slovakia,0
bekom.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,85,621391771,1,1,1,0,0,51013,200,openresty,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Slovakia,0
bic.sk,B I C Bratislava spol. s r.o.,4.0,3.0,Let's Encrypt,68,3648415842,1,1,1,0,0,5578,200,Apache,2.58,0.17,0.67,0.0,0.0,1,2,0,0,False,5,False,False,Slovakia,0
belmar.sk,Websupport s.r.o.,4.0,3.0,None,0,772035755,1,1,1,1,1,24940,200,Apache/2,3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Germany,0
barasa.sk,ZONER s.r.o.,4.0,1.0,DigiCert Inc,285,3653661370,1,0,1,0,0,34222,200,Apache,2.42,0.33,0.56,0.0,0.0,1,2,0,0,False,8,False,False,Czechia,0
bikepark.sk,ZONER s.r.o.,4.0,4.0,DigiCert Inc,43,3653661869,1,0,0,0,0,34222,200,Apache/2.4.54 (Debian),3.03,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,False,Czechia,0
kolarovo.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,81,1604901426,1,1,1,0,0,39392,200,Microsoft-IIS/8.5,2.85,0.36,0.55,0.0,0.0,1,2,0,0,False,10,False,False,Czechia,0
intimissimislovensko-sk.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,50,2783395895,1,0,0,0,0,48950,200,Apache,3.24,0.31,0.62,0.0,0.04,1,3,0,1,False,25,True,True,Germany,1
strechybatko.sk,Smartweb s.r.o.,4.0,2.0,Let's Encrypt,74,1833606453,1,1,1,1,1,29405,200,nginx,3.51,0.27,0.67,0.0,0.0,1,3,0,0,False,14,False,False,Slovakia,0
komonoslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,64,2890105839,2,0,0,0,0,13335,200,cloudflare,2.89,0.33,0.61,0.0,0.0,1,3,0,0,False,17,True,False,Canada,1
crocsrx.sk,MarkMonitor International Limited,4.0,3.0,None,0,1572841524,1,0,0,0,0,NA,0,None,2.72,0.1,0.8,0.0,0.0,1,4,0,0,False,9,False,False,Poland,1
touchit.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,56,1450107178,1,1,1,0,1,29405,200,Apache/2.4.57 (Unix) OpenSSL/1.0.2k-fips,3.12,0.3,0.6,0.0,0.0,2,2,0,0,False,9,False,False,Slovakia,0
vondutchslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,62,1746235393,7,0,0,0,0,13335,200,cloudflare,3.55,0.25,0.7,0.0,0.0,1,5,0,0,False,19,True,False,Canada,1
domace-pivo.sk,Websupport s.r.o.,4.0,1.0,Sectigo Limited,252,621391804,1,1,1,0,0,51013,200,openresty,3.66,0.36,0.5,0.0,0.07,1,2,0,1,False,13,False,False,Slovakia,0
bancoo.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,31,3645054555,1,1,1,1,1,5578,200,nginx,2.95,0.33,0.56,0.0,0.0,2,2,0,0,False,8,False,False,Slovakia,0
bala.sk,Positive s.r.o.,4.0,3.0,Let's Encrypt,80,1364799541,1,1,1,1,1,29405,200,nginx,2.52,0.29,0.57,0.0,0.0,1,2,0,0,False,6,False,False,Slovakia,0
balzakservis.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,None,0,1559297503,1,1,1,0,0,29405,200,None,3.32,0.27,0.67,0.0,0.0,1,2,0,0,False,14,False,False,Slovakia,0
galeriakosice.sk,"ELBIA, s. r. o.",4.0,3.0,Let's Encrypt,31,1467373688,1,1,1,0,1,31103,200,nginx,3.38,0.44,0.5,0.0,0.0,2,2,0,0,False,15,False,False,Germany,0
wildflower.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,68,2572944938,1,0,1,0,1,47583,200,LiteSpeed,3.39,0.23,0.69,0.0,0.0,1,4,0,0,False,12,False,False,United Kingdom,0
pangaiabratislava.sk,Key-Systems GmbH,4.0,1.0,ZeroSSL,46,3301230112,1,0,0,0,0,41564,403,Apache/2,3.35,0.4,0.55,0.0,0.0,3,2,0,0,False,19,True,False,Ireland,1
hotelgalanta.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,88,621391805,1,1,1,0,0,51013,200,openresty,3.32,0.33,0.6,0.0,0.0,1,2,0,0,False,14,False,False,Slovakia,0
anetabarcova.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,80,2540011639,1,1,1,0,0,54113,200,adobe,3.37,0.4,0.53,0.0,0.0,1,2,0,0,False,14,False,False,United States,0
belle.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,75,1450111972,1,1,1,0,1,29405,200,Apache,2.5,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Slovakia,0
domacaudiaren.sk,"INTERNET CZ, a.s.",4.0,1.0,Actalis S.p.A.,200,3112274634,1,0,1,0,1,24806,200,aruba-proxy,3.58,0.44,0.5,0.0,0.0,2,2,0,0,False,15,False,False,Czechia,0
granithotels.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,88,1482889634,1,1,1,1,1,24940,200,Apache/2.4.59 (Debian),3.64,0.27,0.67,0.0,0.0,1,2,0,0,False,14,False,False,Germany,0
carharttwip.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,54,2783418901,1,0,0,0,0,58065,200,Apache,3.38,0.21,0.71,0.0,0.0,1,4,0,0,False,13,False,False,United States,1
bkomplet.sk,"WebHouse, s.r.o.",4.0,1.0,Let's Encrypt,74,621391748,1,1,1,0,1,51013,200,openresty,3.28,0.18,0.73,0.0,0.0,1,3,0,0,False,10,False,False,Slovakia,0
vytahybaryt.sk,"Platon Technologies, s.r.o.",4.0,3.0,None,249,1442375080,1,1,1,0,0,5578,200,nginx,3.18,0.36,0.57,0.0,0.0,1,2,0,0,False,13,False,False,Slovakia,0
nikejordanssk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,54,2783402845,1,0,0,0,0,58065,200,Apache,3.28,0.25,0.69,0.0,0.0,1,4,0,0,False,15,False,True,France,1
tousslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,37,1746210817,7,0,0,0,0,13335,200,cloudflare,3.08,0.31,0.62,0.0,0.0,2,3,0,0,False,15,True,False,Canada,1
upat-sk.sk,Gransy s.r.o.,4.0,3.0,None,0,3263156256,1,0,0,0,0,207404,200,Microsoft-IIS/10.0,2.92,0.2,0.6,0.0,0.1,1,2,0,1,False,9,False,True,Germany,1
intimissimieshop.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,66,2783395844,1,0,0,0,0,48950,200,Apache,3.11,0.37,0.58,0.0,0.0,2,2,0,0,False,18,True,False,Germany,1
bagersbau.sk,JASKO SYSTEMS s.r.o.,4.0,3.0,Let's Encrypt,40,1541113352,1,1,1,0,0,49798,200,Apache/2.4.59 (Debian),3.08,0.33,0.58,0.0,0.0,2,3,0,0,False,11,False,False,Slovakia,0
benettonsk.sk,"WebCreators, s. r. o.",4.0,1.0,Let's Encrypt,76,786820744,1,1,1,0,1,29405,200,nginx,2.93,0.23,0.69,0.0,0.0,1,3,0,0,False,12,False,True,Slovakia,1
turany.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,85,1383588041,1,1,1,0,1,5578,200,Apache,3.17,0.33,0.56,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
eurooknabeno.sk,"Webglobe, s.r.o.",4.0,3.0,None,21,1047369500,1,1,1,1,1,29134,200,nginx,3.19,0.47,0.47,0.0,0.0,2,2,0,0,False,14,False,False,Czechia,0
ncmax.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,21,621391772,1,1,1,0,0,51013,200,openresty,3.0,0.12,0.75,0.0,0.0,1,3,0,0,False,7,False,False,Slovakia,0
flylondonbratislava.sk,NETIM,4.0,3.0,Google Trust Services,68,1746221624,2,0,0,0,0,13335,403,cloudflare,3.75,0.32,0.64,0.0,0.0,1,3,0,0,False,21,True,False,Canada,1
baseko.sk,"Webglobe, a.s.",4.0,3.0,None,21,3645054529,1,1,1,1,1,5578,200,nginx,2.73,0.33,0.56,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
hotel-centrum.sk,Websupport s.r.o.,4.0,4.0,Let's Encrypt,30,621391803,1,1,1,0,0,51013,200,openresty,3.75,0.25,0.62,0.0,0.06,1,3,0,1,False,15,False,False,Slovakia,0
lkbaba.sk,EuroNET Slovakia s.r.o.,4.0,3.0,Let's Encrypt,53,3587669200,1,1,1,0,1,5578,200,Apache/2.4.63 (FreeBSD) OpenSSL/1.1.1w-freebsd mpm-itk/2.4.7-04 PHP/7.4.32,2.5,0.22,0.67,0.0,0.0,1,3,0,0,False,8,False,False,Slovakia,0
pupamilano.sk,"ACTIVE 24, s.r.o.",4.0,3.0,None,0,3278797957,1,0,1,0,0,39729,200,cloudflare,3.39,0.38,0.54,0.0,0.0,1,2,0,0,False,12,False,False,Italy,0
xeroshoes.sk,"ACTIVE 24, s.r.o.",4.0,1.0,Google Trust Services,55,1746207865,2,0,0,0,0,13335,200,cloudflare,2.86,0.33,0.58,0.0,0.0,2,2,0,0,False,11,True,False,Canada,1
raybanokuliare.sk,Smartweb s.r.o.,4.0,2.0,None,93,1833606453,1,1,1,1,1,29405,200,nginx,3.57,0.47,0.47,0.0,0.0,2,2,0,0,False,16,True,False,Slovakia,1
refresher.sk,Websupport s.r.o.,4.0,2.0,Google Trust Services,52,1746538204,3,1,1,0,1,13335,200,cloudflare,2.63,0.25,0.67,0.0,0.0,1,2,0,0,False,11,False,False,Canada,0
123kamagra.sk,Websupport s.r.o.,4.0,1.0,Google Trust Services,62,1746227273,2,1,1,0,1,13335,200,cloudflare,3.18,0.23,0.46,0.23,0.0,1,2,3,0,False,12,False,False,Canada,1
znalec-sr.sk,"ACTIVE 24, s.r.o.",4.0,3.0,Let's Encrypt,66,521079414,1,1,1,0,0,25234,200,nginx,3.42,0.17,0.67,0.0,0.08,1,2,0,1,False,11,False,False,Czechia,1
hotel-diana.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,32,621391803,1,1,1,0,0,51013,200,openresty,3.66,0.36,0.5,0.0,0.07,2,2,0,1,False,13,False,False,Slovakia,0
okay-elektro.sk,"WebHouse, s.r.o.",3.0,3.0,Google Trust Services,76,1746213246,2,0,0,0,0,13335,403,cloudflare,3.32,0.4,0.47,0.0,0.07,2,3,0,1,False,14,False,False,Canada,1
bardi.sk,Websupport s.r.o.,4.0,3.0,Google Trust Services,63,2890113121,2,1,1,0,0,13335,200,cloudflare,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Canada,0
salomon-obuv.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,80,2783419102,1,0,0,0,0,58065,200,Apache,3.46,0.33,0.53,0.0,0.07,1,2,0,1,False,14,True,False,United States,1
cierneniekovovpn.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,65,621391771,1,1,1,0,1,51013,200,openresty,3.33,0.37,0.58,0.0,0.0,2,3,0,0,False,18,False,False,Slovakia,0
arcteryxsk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,39,1746227201,7,0,0,0,0,13335,200,cloudflare,3.24,0.23,0.69,0.0,0.0,1,3,0,0,False,12,False,True,Canada,1
fatrapark2apartments.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,50,1482062096,1,1,1,0,0,39392,200,nginx,3.34,0.26,0.65,0.04,0.0,1,3,1,0,False,22,False,False,Czechia,0
teveoshop.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,53,2890125636,2,0,0,0,0,13335,200,cloudflare,3.08,0.33,0.58,0.0,0.0,2,2,0,0,False,11,True,False,Canada,1
ivankorcok2024.sk,"WebCreators, s. r. o.",3.0,3.0,Let's Encrypt,78,3248704777,1,1,1,1,1,29405,200,nginx,3.57,0.24,0.47,0.24,0.0,1,2,4,0,False,16,False,False,Slovakia,1
bazenovysvet.sk,"Webglobe, a.s.",4.0,2.0,Let's Encrypt,17,3645054492,1,1,1,1,1,5578,200,nginx,3.51,0.33,0.6,0.0,0.0,1,2,0,0,False,14,False,False,Slovakia,0
sasshoesbratislava.sk,NETIM,4.0,3.0,ZeroSSL,86,2783430317,1,0,0,0,0,58065,403,Apache/2,3.27,0.33,0.62,0.0,0.0,2,3,0,0,False,20,True,False,Estonia,1
bosplast.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,83,621391747,1,1,1,0,0,51013,200,openresty,3.03,0.18,0.73,0.0,0.0,1,3,0,0,False,10,False,False,Slovakia,0
turciansketeplice.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,56,1383588041,1,1,1,0,1,5578,200,Apache,3.58,0.35,0.6,0.0,0.0,2,3,0,0,False,19,False,False,Slovakia,0
tyrslovensko.sk,Gransy s.r.o.,4.0,2.0,"cPanel, LLC",84,2783420075,1,0,0,0,0,58065,200,Apache,3.32,0.27,0.67,0.0,0.0,1,3,0,0,False,14,True,False,Russia,1
sikulio.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,17,1296984067,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),2.72,0.4,0.5,0.0,0.0,2,2,0,0,False,9,False,False,Czechia,1
krompachy.sk,VÁDIUM - IT s.r.o.,4.0,3.0,Let's Encrypt,17,3560514258,1,1,1,1,1,48689,200,nginx,3.42,0.25,0.67,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,0
geoxstore.sk,BARBERO & Associates Ltd,3.0,1.0,Let's Encrypt,87,3107705805,1,1,1,0,1,43541,200,nginx,3.08,0.33,0.58,0.0,0.0,2,3,0,0,False,11,True,False,Czechia,0
tetadrogerie.sk,"SWAN, a. s.",4.0,3.0,Let's Encrypt,84,3578911298,1,1,1,0,1,6855,200,Microsoft-IIS/10.0,3.32,0.4,0.53,0.0,0.0,2,2,0,0,False,14,False,False,Slovakia,0
besenovaflora.sk,"CS WEB, s.r.o.",4.0,3.0,Let's Encrypt,52,1600782241,1,1,1,0,0,15962,200,Apache/2.4.62 (Debian),3.5,0.38,0.56,0.0,0.0,1,2,0,0,False,15,False,False,Slovakia,0
imhd.sk,Compeko CS s. r. o.,4.0,4.0,Sectigo Limited,148,621390655,1,1,1,0,0,51013,200,nginx/1.15.5,2.81,0.14,0.71,0.0,0.0,1,3,0,0,False,6,False,False,Slovakia,0
ziarce.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,62,1450111970,1,1,1,0,1,29405,200,Apache,3.17,0.33,0.56,0.0,0.0,2,2,0,0,False,8,False,False,Slovakia,0
hotelesprit.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,29,621391803,1,0,1,0,0,51013,200,openresty,3.38,0.29,0.64,0.0,0.0,1,3,0,0,False,13,False,False,Slovakia,0
getspace.sk,NETIM,4.0,3.0,Let's Encrypt,52,1608121229,1,1,1,1,1,24940,200,LiteSpeed,3.1,0.27,0.64,0.0,0.0,1,3,0,0,False,10,False,False,Finland,1
cpppapsk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,66,1746215051,2,0,0,0,0,13335,403,cloudflare,2.37,0.09,0.82,0.0,0.0,1,4,0,0,False,10,False,True,Canada,1
bakus.sk,"BAKUS, s.r.o.",4.0,4.0,None,0,1307622612,1,1,1,0,0,24641,200,nginx,2.5,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Czechia,0
sloggi.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,59,1746230557,2,0,0,0,0,13335,520,cloudflare,2.73,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Canada,1
cetriseshop.sk,Websupport s.r.o.,4.0,3.0,ZeroSSL,8,3108035365,1,0,1,0,0,43541,200,nginx,3.32,0.29,0.64,0.0,0.0,1,2,0,0,False,13,True,False,Czechia,0
ninecasino.sk,Gransy s.r.o.,4.0,3.0,Google Trust Services,73,2890112427,2,0,0,0,0,13335,200,cloudflare,3.03,0.38,0.54,0.0,0.0,1,2,0,0,False,12,True,False,Canada,1
fableticsbratislava.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,82,2890127232,2,0,0,0,0,13335,520,cloudflare,3.52,0.32,0.64,0.0,0.0,1,4,0,0,False,21,True,False,Canada,1
caterpillarslovensko.sk,Gransy s.r.o.,4.0,3.0,Google Trust Services,73,1746230642,2,0,0,0,0,13335,200,cloudflare,3.68,0.3,0.65,0.0,0.0,1,3,0,0,False,22,True,False,Canada,1
bako.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,None,0,1559297297,1,1,1,0,0,29405,200,None,2.52,0.29,0.57,0.0,0.0,1,2,0,0,False,6,False,False,Slovakia,0
ziar.sk,Arrabella s.r.o.,4.0,3.0,Let's Encrypt,42,58409850,1,1,1,1,1,16509,200,nginx,2.81,0.29,0.57,0.0,0.0,2,2,0,0,False,6,False,False,Germany,0
zdravmed.sk,"INTERNET CZ, a.s.",4.0,2.0,Let's Encrypt,40,1360995606,1,1,1,0,1,24971,200,openresty,3.28,0.18,0.73,0.0,0.0,1,3,0,0,False,10,False,False,Czechia,0
dcshoes-slovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,48,2665349691,1,0,0,0,0,63119,200,Apache,3.3,0.25,0.65,0.0,0.05,2,4,0,1,False,19,True,False,United States,1
balazik.sk,Peter Korpáš - Binary.sk,4.0,1.0,None,93,1833606426,1,1,1,1,0,29405,200,nginx,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
dcshoessslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,67,2890106165,2,0,0,0,0,13335,200,cloudflare,3.11,0.25,0.7,0.0,0.0,2,4,0,0,False,19,True,False,Canada,1
rozhodni-bsk.sk,Gransy s.r.o.,4.0,1.0,Let's Encrypt,72,1296984067,1,1,1,0,1,15685,200,nginx,3.51,0.2,0.67,0.0,0.07,1,3,0,1,False,14,False,True,Czechia,1
benettoneshop.sk,Key-Systems GmbH,4.0,1.0,ZeroSSL,72,3304527906,1,0,0,0,0,41564,403,nginx,3.2,0.31,0.62,0.0,0.0,1,2,0,0,False,15,True,False,United States,1
bepa.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,1.0,Let's Encrypt,5,1559297387,1,1,1,0,0,29405,200,None,2.81,0.29,0.57,0.0,0.0,1,2,0,0,False,6,False,False,Slovakia,0
kvhk.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,86,621391804,1,1,1,0,0,51013,200,openresty,2.13,0.0,0.86,0.0,0.0,0,4,0,0,False,6,False,False,Slovakia,0
privesy-ban.sk,RuposTel s. r. o.,4.0,2.0,Let's Encrypt,85,2328480131,1,1,1,0,0,24940,200,Apache,3.66,0.29,0.57,0.0,0.07,1,2,0,1,False,13,False,False,Germany,0
balajka.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,28,3283483310,1,1,1,1,1,48689,200,nginx,2.65,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
balloonfantasy.sk,Websupport s.r.o.,4.0,3.0,Google Trust Services,54,3341065828,1,1,1,0,0,54113,200,None,3.34,0.35,0.59,0.0,0.0,2,2,0,0,False,16,False,False,United States,0
ubytovaniekrakov.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,1.0,Let's Encrypt,16,1559297352,1,1,1,0,0,29405,200,None,3.68,0.42,0.53,0.0,0.0,2,2,0,0,False,18,False,False,Slovakia,0
salomonslovakia.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,49,3304405142,1,0,0,0,0,58065,200,Apache,3.16,0.39,0.56,0.0,0.0,2,3,0,0,False,17,True,False,Spain,1
columbiaslovakia.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,80,3301181083,1,0,0,0,0,57858,200,Apache,3.47,0.42,0.53,0.0,0.0,2,2,0,0,False,18,True,False,Sweden,1
thenorthfaceslovensko.sk,Key-Systems GmbH,4.0,3.0,Let's Encrypt,52,3301189140,1,0,0,0,0,58065,200,Apache,3.66,0.29,0.67,0.0,0.0,1,4,0,0,False,23,True,False,France,1
perfektna.sk,Onikron s.r.o.,4.0,2.0,Let's Encrypt,13,621391773,1,1,1,0,0,51013,200,openresty,3.25,0.25,0.67,0.0,0.0,1,3,0,0,False,11,False,False,Slovakia,1
123peniaze.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,78,1746224344,2,0,0,0,0,13335,403,cloudflare,3.55,0.31,0.38,0.23,0.0,2,2,3,0,False,12,False,False,Canada,1
mizunoteniskysk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,44,1746211281,2,0,0,0,0,13335,404,cloudflare,3.42,0.33,0.61,0.0,0.0,1,2,0,0,False,17,True,True,Canada,1
schodybariak.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,16,621391804,1,1,1,0,0,51013,200,openresty,3.51,0.33,0.6,0.0,0.0,2,3,0,0,False,14,False,False,Slovakia,0
marlenkaeshop.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,78,1296984067,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),3.5,0.31,0.62,0.0,0.0,2,2,0,0,False,15,True,False,Czechia,1
kamiktopanky.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,69,1755316937,1,0,0,0,0,41564,200,Apache,3.24,0.33,0.6,0.0,0.0,1,2,0,0,False,14,True,False,United Kingdom,1
sauconyslovensko.sk,Gransy s.r.o.,4.0,4.0,Let's Encrypt,40,3304430070,1,0,0,0,0,41564,200,Apache,3.37,0.37,0.58,0.0,0.0,2,3,0,0,False,18,True,False,Slovakia,1
newbalanceslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,58,2890116585,2,0,0,0,0,13335,200,cloudflare,3.45,0.32,0.64,0.0,0.0,1,3,0,0,False,21,True,False,Canada,1
balcomedia.sk,evocom s.r.o.,4.0,2.0,None,319,3271797011,1,0,1,0,0,15962,200,Apache,3.55,0.38,0.54,0.0,0.0,2,2,0,0,False,12,False,False,Slovakia,0
letakakcia.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,57,1310199456,1,0,0,0,0,43541,404,nginx,2.97,0.38,0.54,0.0,0.0,2,2,0,0,False,12,False,False,Czechia,1
analyzavlasov.sk,DigiSys Web Services s.r.o.,4.0,3.0,Let's Encrypt,86,621391804,1,1,1,0,0,51013,200,openresty,3.12,0.38,0.56,0.0,0.0,1,2,0,0,False,15,False,False,Slovakia,0
ambassador.sk,bart.sk s.r.o.,4.0,4.0,DigiCert Inc,58,1364799887,1,0,1,0,0,29405,200,Apache/2.4.62 (AlmaLinux) OpenSSL/3.2.2,2.97,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
plienkotorty.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,52,3273410715,1,1,1,0,0,8778,200,nginx,3.51,0.33,0.6,0.0,0.0,2,2,0,0,False,14,False,False,Slovakia,0
biskupice.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,57,1482057222,1,1,1,0,0,39392,200,Microsoft-IIS/8.5,3.08,0.33,0.58,0.0,0.0,1,2,0,0,False,11,True,False,Czechia,0
swarovskibratislava.sk,NETIM,4.0,3.0,Google Trust Services,31,1746227201,7,0,0,0,0,13335,403,cloudflare,3.37,0.32,0.64,0.0,0.0,1,3,0,0,False,21,True,False,Canada,1
ryderwear.sk,Gransy s.r.o.,4.0,4.0,Let's Encrypt,83,2783395871,1,0,0,0,0,48950,200,Apache,3.02,0.33,0.58,0.0,0.0,2,2,0,0,False,11,False,False,Germany,1
bari.sk,Websupport s.r.o.,4.0,3.0,Google Trust Services,74,1746223105,7,1,1,0,1,13335,200,cloudflare,2.81,0.29,0.57,0.0,0.0,1,2,0,0,False,6,False,False,Canada,0
bauen.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,71,621391803,1,1,1,0,0,51013,200,openresty,3.0,0.38,0.5,0.0,0.0,3,2,0,0,False,7,False,False,Slovakia,0
balep.sk,DATACOM.EU s.r.o.,4.0,2.0,Let's Encrypt,26,1434753203,1,1,1,0,1,24641,200,Apache,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Czechia,0
calvinkleinshop.sk,MarkMonitor International Limited,4.0,3.0,None,0,52529952,1,0,0,0,0,16509,0,None,3.61,0.28,0.67,0.0,0.0,2,3,0,0,False,17,True,False,Canada,1
dopeslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,66,1746235393,7,0,0,0,0,13335,200,cloudflare,3.16,0.31,0.62,0.0,0.0,1,3,0,0,False,15,True,False,Canada,1
zivenabratislava.sk,"WebHouse, s.r.o.",3.0,3.0,Google Trust Services,33,1746216781,2,0,0,0,0,13335,403,cloudflare,3.51,0.37,0.58,0.0,0.0,1,2,0,0,False,18,True,False,Canada,1
skechersobuv.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,37,1746208508,2,0,0,0,0,13335,200,cloudflare,3.32,0.27,0.67,0.0,0.0,1,2,0,0,False,14,True,False,Canada,1
hotelgrandnz.sk,"WebHouse, s.r.o.",4.0,3.0,None,79,786818605,1,1,1,0,1,29405,200,Apache,3.77,0.2,0.73,0.0,0.0,1,4,0,0,False,14,False,False,Slovakia,0
maxplaza.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,8,621391804,1,1,1,0,1,51013,200,openresty,3.03,0.27,0.64,0.0,0.0,1,3,0,0,False,10,False,False,Slovakia,0
kipling-sk.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,73,2665349673,1,0,0,0,0,63119,200,Apache,3.03,0.15,0.69,0.0,0.08,1,2,0,1,False,12,False,True,United States,1
vycvikpsovbratislava.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,31,1450111950,1,1,1,0,1,29405,200,Apache,3.59,0.3,0.65,0.0,0.0,1,3,0,0,False,22,True,False,Slovakia,0
gymsharkeu.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,59,3304430032,1,0,0,0,0,41564,200,Apache,3.39,0.31,0.62,0.0,0.0,2,3,0,0,False,12,False,False,Slovakia,1
balupa.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,72,621391771,1,1,1,0,0,51013,200,openresty,2.95,0.33,0.56,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
arketbratislava.sk,NETIM,4.0,3.0,Let's Encrypt,36,2783380702,1,0,0,0,0,57858,403,nginx,3.28,0.33,0.61,0.0,0.0,1,3,0,0,False,17,True,False,Seychelles,1
hotelnitra.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,46,3645054498,1,1,1,1,1,5578,200,nginx,3.55,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
